52,경기,경부1권,의왕시,의왕시,"""3,931,000""","""3,927,000""","""3,913,000""","""3,914,000""","""3,900,000""","""3,902,000""","""3,897,000""","""3,880,000""","""3,854,000""","""3,822,000""","""3,785,000""","""3,766,000""","""3,712,000""","""3,674,000""","""3,644,000""","""3,639,000""","""3,647,000""","""3,663,000""","""3,641,000""","""3,633,000""","""3,642,000""","""3,677,000""","""3,704,000""","""3,727,000""","""3,842,000""","""3,895,000""","""3,916,000""","""3,920,000""","""3,947,000""","""3,948,000""","""3,951,000""","""3,980,000""","""4,003,000""","""4,027,000""","""4,046,000""","""4,049,000""","""4,052,000""","""4,072,000""","""4,088,000""","""4,114,000""","""4,130,000""","""4,156,000""","""4,246,000""","""4,281,000""","""4,301,000""","""4,338,000""","""4,355,000""","""4,367,000""","""4,372,000""","""4,373,000""","""4,373,000""","""4,366,000""","""4,365,000""","""4,364,000""","""4,366,000""","""4,372,000""","""4,375,000""","""4,379,000""","""4,385,000""","""4,391,000""","""4,395,000""","""4,398,000""","""4,401,000""","""4,409,000""","""4,412,000""","""4,411,000""","""4,419,000""","""4,425,000""","""4,437,000""","""4,445,000""","""4,465,000""","""4,876,000""","""4,905,000""","""4,916,000""","""4,927,000""","""4,937,000""","""4,946,000""","""4,960,000""","""4,969,000""","""4,982,000""","""5,021,000""","""5,064,000""","""5,077,000""","""5,079,000""","""5,510,000""","""5,497,000""","""5,449,000""","""5,405,000""","""5,342,000""","""5,311,000""","""5,301,000""","""5,297,000""","""5,319,000""","""5,345,000""","""5,390,000""","""5,537,000""","""5,943,000""","""6,008,000""","""6,110,000""","""6,204,000""","""6,271,000""","""6,324,000""","""6,391,000""","""6,449,000""","""6,534,000""","""6,588,000""","""6,623,000""","""6,682,000""","""6,795,000""","""7,172,000""","""7,453,000""","""7,706,000""","""7,937,000""","""8,214,000""","""9,246,000""","""9,510,000""","""9,719,000""","""9,900,000""","""10,004,000""","""10,000,000""","""9,992,000""","""9,982,000""","""9,966,000""","""9,941,000""","""9,894,000""","""9,836,000""","""9,723,000""","""9,593,000""","""9,418,000""","""9,207,000""","""8,803,000""","""8,236,000""","""7,938,000""","""7,817,000""","""7,738,000""","""7,652,000""","""7,623,000""","""7,615,000""","""7,615,000""","""7,626,000""","""7,612,000""","""7,641,000""","""7,659,000""","""7,662,000""","""7,652,000""","""7,638,000""","""7,628,000""","""7,619,000""","""7,617,000""","""7,631,000""","""7,662,134""","""7,712,751""","""7,743,569""","""7,753,915""","""7,764,727""","""7,780,409""","""7,775,664""","""7,772,506""","""7,797,019""","""7,939,589""","""7,939,862""","""7,965,201""","""7,989,612""","""8,012,252""","""8,030,307""","""8,074,342""","""8,182,007"""
53,경기,경부2권,경부2권,경부2권,"""3,384,000""","""3,383,000""","""3,374,000""","""3,362,000""","""3,350,000""","""3,336,000""","""3,327,000""","""3,309,000""","""3,281,000""","""3,257,000""","""3,235,000""","""3,208,000""","""3,191,000""","""3,182,000""","""3,175,000""","""3,178,000""","""3,184,000""","""3,189,000""","""3,186,000""","""3,177,000""","""3,175,000""","""3,180,000""","""3,186,000""","""3,193,000""","""3,244,000""","""3,253,000""","""3,267,000""","""3,263,000""","""3,260,000""","""3,261,000""","""3,264,000""","""3,274,000""","""3,297,000""","""3,311,000""","""3,323,000""","""3,334,000""","""3,352,000""","""3,366,000""","""3,380,000""","""3,398,000""","""3,416,000""","""3,435,000""","""3,581,000""","""3,595,000""","""3,610,000""","""3,625,000""","""3,637,000""","""3,644,000""","""3,647,000""","""3,647,000""","""3,647,000""","""3,647,000""","""3,646,000""","""3,645,000""","""3,646,000""","""3,648,000""","""3,639,000""","""3,642,000""","""3,646,000""","""3,646,000""","""3,647,000""","""3,647,000""","""3,649,000""","""3,651,000""","""3,654,000""","""3,657,000""","""3,660,000""","""3,662,000""","""3,668,000""","""3,670,000""","""3,672,000""","""3,827,000""","""3,829,000""","""3,840,000""","""3,857,000""","""3,878,000""","""3,888,000""","""3,897,000""","""3,907,000""","""3,918,000""","""3,958,000""","""4,002,000""","""4,032,000""","""4,045,000""","""4,210,000""","""4,206,000""","""4,199,000""","""4,177,000""","""4,162,000""","""4,154,000""","""4,151,000""","""4,161,000""","""4,171,000""","""4,183,000""","""4,207,000""","""4,262,000""","""4,530,000""","""4,714,000""","""4,907,000""","""4,957,000""","""4,979,000""","""5,037,000""","""5,102,000""","""5,154,000""","""5,223,000""","""5,255,000""","""5,297,000""","""5,350,000""","""5,430,000""","""5,547,000""","""5,628,000""","""5,708,000""","""5,759,000""","""5,885,000""","""7,071,000""","""7,219,000""","""7,335,000""","""7,443,000""","""7,505,000""","""7,528,000""","""7,524,000""","""7,512,000""","""7,491,000""","""7,470,000""","""7,443,000""","""7,417,000""","""7,382,000""","""7,320,000""","""7,236,000""","""7,122,000""","""6,976,000""","""6,760,000""","""6,503,000""","""6,310,000""","""6,218,000""","""6,182,000""","""6,197,000""","""6,213,000""","""6,232,000""","""6,259,000""","""6,317,000""","""6,352,000""","""6,364,000""","""6,356,000""","""6,376,000""","""6,357,000""","""6,349,000""","""6,357,000""","""6,363,000""","""6,372,000""","""6,405,055""","""6,451,553""","""6,487,350""","""6,502,291""","""6,511,025""","""6,519,855""","""6,522,374""","""6,522,835""","""6,538,333""","""6,588,715""","""6,597,225""","""6,624,307""","""6,652,555""","""6,664,759""","""6,679,574""","""6,729,579""","""6,791,747"""
54,경기,경부2권,안성시,안성시,"""1,930,000""","""1,930,000""","""1,952,000""","""1,964,000""","""1,981,000""","""1,997,000""","""2,009,000""","""2,020,000""","""2,037,000""","""2,049,000""","""2,054,000""","""2,062,000""","""2,067,000""","""2,069,000""","""2,069,000""","""2,084,000""","""2,091,000""","""2,096,000""","""2,100,000""","""2,100,000""","""2,106,000""","""2,120,000""","""2,135,000""","""2,149,000""","""2,189,000""","""2,201,000""","""2,209,000""","""2,209,000""","""2,213,000""","""2,214,000""","""2,214,000""","""2,218,000""","""2,227,000""","""2,231,000""","""2,237,000""","""2,246,000""","""2,254,000""","""2,264,000""","""2,268,000""","""2,274,000""","""2,278,000""","""2,278,000""","""2,282,000""","""2,296,000""","""2,312,000""","""2,326,000""","""2,337,000""","""2,342,000""","""2,343,000""","""2,343,000""","""2,342,000""","""2,340,000""","""2,337,000""","""2,336,000""","""2,337,000""","""2,338,000""","""2,301,000""","""2,300,000""","""2,299,000""","""2,298,000""","""2,297,000""","""2,296,000""","""2,295,000""","""2,293,000""","""2,292,000""","""2,288,000""","""2,286,000""","""2,283,000""","""2,276,000""","""2,275,000""","""2,271,000""","""2,246,000""","""2,243,000""","""2,224,000""","""2,206,000""","""2,187,000""","""2,160,000""","""2,138,000""","""2,119,000""","""2,111,000""","""2,108,000""","""2,101,000""","""2,084,000""","""2,065,000""","""2,132,000""","""2,127,000""","""2,124,000""","""2,112,000""","""2,103,000""","""2,091,000""","""2,080,000""","""2,060,000""","""2,049,000""","""2,042,000""","""2,038,000""","""2,037,000""","""2,113,000""","""2,107,000""","""2,109,000""","""2,106,000""","""2,105,000""","""2,107,000""","""2,119,000""","""2,120,000""","""2,123,000""","""2,127,000""","""2,133,000""","""2,147,000""","""2,171,000""","""2,198,000""","""2,227,000""","""2,266,000""","""2,286,000""","""2,375,000""","""2,778,000""","""2,863,000""","""2,939,000""","""3,009,000""","""3,059,000""","""3,091,000""","""3,116,000""","""3,117,000""","""3,132,000""","""3,139,000""","""3,135,000""","""3,138,000""","""3,136,000""","""3,126,000""","""3,115,000""","""3,103,000""","""3,052,000""","""2,982,000""","""2,864,000""","""2,807,000""","""2,763,000""","""2,736,000""","""2,724,000""","""2,708,000""","""2,693,000""","""2,694,000""","""2,698,000""","""2,700,000""","""2,693,000""","""2,679,000""","""2,663,000""","""2,647,000""","""2,638,000""","""2,629,000""","""2,618,000""","""2,616,000""","""2,610,221""","""2,607,085""","""2,601,298""","""2,598,393""","""2,594,494""","""2,588,955""","""2,582,900""","""2,573,838""","""2,557,823""","""2,651,949""","""2,637,988""","""2,631,872""","""2,625,556""","""2,621,712""","""2,618,110""","""2,615,106""","""2,613,193"""
55,경기,경부2권,용인시,용인시,"""3,721,000""","""3,721,000""","""3,707,000""","""3,695,000""","""3,681,000""","""3,666,000""","""3,657,000""","""3,625,000""","""3,581,000""","""3,549,000""","""3,514,000""","""3,485,000""","""3,465,000""","""3,452,000""","""3,444,000""","""3,445,000""","""3,451,000""","""3,460,000""","""3,454,000""","""3,444,000""","""3,439,000""","""3,441,000""","""3,441,000""","""3,446,000""","""3,454,000""","""3,463,000""","""3,480,000""","""3,471,000""","""3,465,000""","""3,464,000""","""3,467,000""","""3,471,000""","""3,481,000""","""3,494,000""","""3,502,000""","""3,507,000""","""3,507,000""","""3,517,000""","""3,528,000""","""3,545,000""","""3,555,000""","""3,567,000""","""3,719,000""","""3,729,000""","""3,744,000""","""3,759,000""","""3,770,000""","""3,777,000""","""3,781,000""","""3,781,000""","""3,781,000""","""3,781,000""","""3,781,000""","""3,782,000""","""3,782,000""","""3,784,000""","""3,784,000""","""3,786,000""","""3,788,000""","""3,783,000""","""3,784,000""","""3,783,000""","""3,782,000""","""3,783,000""","""3,782,000""","""3,784,000""","""3,785,000""","""3,785,000""","""3,786,000""","""3,787,000""","""3,786,000""","""3,843,000""","""3,842,000""","""3,854,000""","""3,880,000""","""3,916,000""","""3,933,000""","""3,950,000""","""3,964,000""","""3,982,000""","""4,054,000""","""4,124,000""","""4,169,000""","""4,179,000""","""4,339,000""","""4,333,000""","""4,324,000""","""4,286,000""","""4,268,000""","""4,259,000""","""4,252,000""","""4,265,000""","""4,276,000""","""4,286,000""","""4,311,000""","""4,365,000""","""4,554,000""","""4,686,000""","""4,826,000""","""4,876,000""","""4,902,000""","""4,965,000""","""5,034,000""","""5,108,000""","""5,225,000""","""5,268,000""","""5,331,000""","""5,400,000""","""5,496,000""","""5,630,000""","""5,709,000""","""5,783,000""","""5,823,000""","""5,922,000""","""7,439,000""","""7,584,000""","""7,692,000""","""7,783,000""","""7,841,000""","""7,868,000""","""7,866,000""","""7,851,000""","""7,826,000""","""7,802,000""","""7,773,000""","""7,748,000""","""7,716,000""","""7,659,000""","""7,577,000""","""7,469,000""","""7,351,000""","""7,153,000""","""6,929,000""","""6,728,000""","""6,621,000""","""6,588,000""","""6,607,000""","""6,632,000""","""6,659,000""","""6,684,000""","""6,744,000""","""6,772,000""","""6,771,000""","""6,759,000""","""6,769,000""","""6,743,000""","""6,733,000""","""6,731,000""","""6,732,000""","""6,734,000""","""6,765,390""","""6,807,554""","""6,838,681""","""6,847,411""","""6,853,247""","""6,861,037""","""6,860,038""","""6,862,396""","""6,891,226""","""6,905,901""","""6,921,469""","""6,964,011""","""6,999,133""","""7,010,497""","""7,028,598""","""7,089,388""","""7,175,572"""
56,경기,경부2권,용인시,처인구,"""2,558,000""","""2,558,000""","""2,545,000""","""2,537,000""","""2,529,000""","""2,517,000""","""2,506,000""","""2,499,000""","""2,479,000""","""2,455,000""","""2,446,000""","""2,447,000""","""2,444,000""","""2,436,000""","""2,432,000""","""2,447,000""","""2,448,000""","""2,455,000""","""2,432,000""","""2,429,000""","""2,424,000""","""2,418,000""","""2,409,000""","""2,416,000""","""2,407,000""","""2,408,000""","""2,402,000""","""2,393,000""","""2,389,000""","""2,371,000""","""2,371,000""","""2,378,000""","""2,383,000""","""2,388,000""","""2,381,000""","""2,387,000""","""2,384,000""","""2,385,000""","""2,398,000""","""2,417,000""","""2,428,000""","""2,436,000""","""2,472,000""","""2,481,000""","""2,493,000""","""2,507,000""","""2,515,000""","""2,522,000""","""2,524,000""","""2,528,000""","""2,528,000""","""2,529,000""","""2,531,000""","""2,531,000""","""2,533,000""","""2,534,000""","""2,536,000""","""2,538,000""","""2,538,000""","""2,498,000""","""2,498,000""","""2,498,000""","""2,498,000""","""2,498,000""","""2,497,000""","""2,497,000""","""2,499,000""","""2,498,000""","""2,497,000""","""2,494,000""","""2,491,000""","""2,415,000""","""2,410,000""","""2,403,000""","""2,398,000""","""2,391,000""","""2,385,000""","""2,381,000""","""2,374,000""","""2,363,000""","""2,363,000""","""2,360,000""","""2,352,000""","""2,344,000""","""2,451,000""","""2,447,000""","""2,443,000""","""2,434,000""","""2,431,000""","""2,429,000""","""2,437,000""","""2,446,000""","""2,452,000""","""2,459,000""","""2,464,000""","""2,470,000""","""2,912,000""","""2,916,000""","""2,931,000""","""2,939,000""","""2,946,000""","""2,966,000""","""2,975,000""","""2,994,000""","""3,019,000""","""3,039,000""","""3,063,000""","""3,089,000""","""3,114,000""","""3,169,000""","""3,201,000""","""3,250,000""","""3,295,000""","""3,393,000""","""4,384,000""","""4,464,000""","""4,513,000""","""4,580,000""","""4,624,000""","""4,645,000""","""4,646,000""","""4,644,000""","""4,642,000""","""4,637,000""","""4,633,000""","""4,628,000""","""4,615,000""","""4,597,000""","""4,576,000""","""4,547,000""","""4,510,000""","""4,393,000""","""4,250,000""","""4,162,000""","""4,133,000""","""4,193,000""","""4,261,000""","""4,306,000""","""4,332,000""","""4,350,000""","""4,362,000""","""4,373,000""","""4,376,000""","""4,372,000""","""4,365,000""","""4,356,000""","""4,366,000""","""4,378,000""","""4,366,000""","""4,354,000""","""4,356,197""","""4,341,528""","""4,339,337""","""4,339,851""","""4,337,949""","""4,332,768""","""4,328,468""","""4,322,801""","""4,316,348""","""4,468,365""","""4,457,696""","""4,457,875""","""4,462,236""","""4,463,366""","""4,469,036""","""4,476,074""","""4,497,688"""
57,경기,경부2권,용인시,기흥구,"""3,548,000""","""3,548,000""","""3,548,000""","""3,544,000""","""3,541,000""","""3,540,000""","""3,540,000""","""3,525,000""","""3,503,000""","""3,487,000""","""3,473,000""","""3,458,000""","""3,442,000""","""3,430,000""","""3,422,000""","""3,422,000""","""3,422,000""","""3,415,000""","""3,407,000""","""3,399,000""","""3,390,000""","""3,390,000""","""3,388,000""","""3,391,000""","""3,391,000""","""3,396,000""","""3,394,000""","""3,379,000""","""3,373,000""","""3,374,000""","""3,374,000""","""3,376,000""","""3,379,000""","""3,386,000""","""3,392,000""","""3,395,000""","""3,399,000""","""3,407,000""","""3,416,000""","""3,430,000""","""3,438,000""","""3,448,000""","""3,463,000""","""3,472,000""","""3,485,000""","""3,496,000""","""3,504,000""","""3,509,000""","""3,512,000""","""3,512,000""","""3,513,000""","""3,512,000""","""3,513,000""","""3,514,000""","""3,515,000""","""3,517,000""","""3,518,000""","""3,520,000""","""3,522,000""","""3,522,000""","""3,522,000""","""3,522,000""","""3,522,000""","""3,523,000""","""3,524,000""","""3,524,000""","""3,526,000""","""3,526,000""","""3,529,000""","""3,532,000""","""3,534,000""","""3,597,000""","""3,598,000""","""3,601,000""","""3,608,000""","""3,626,000""","""3,645,000""","""3,681,000""","""3,708,000""","""3,732,000""","""3,811,000""","""3,888,000""","""3,939,000""","""3,946,000""","""4,020,000""","""4,013,000""","""4,008,000""","""3,970,000""","""3,956,000""","""3,958,000""","""3,953,000""","""3,956,000""","""3,967,000""","""3,976,000""","""3,995,000""","""4,028,000""","""4,273,000""","""4,369,000""","""4,509,000""","""4,554,000""","""4,575,000""","""4,643,000""","""4,714,000""","""4,770,000""","""4,899,000""","""4,924,000""","""4,991,000""","""5,065,000""","""5,156,000""","""5,283,000""","""5,377,000""","""5,455,000""","""5,512,000""","""5,640,000""","""7,095,000""","""7,261,000""","""7,365,000""","""7,450,000""","""7,506,000""","""7,519,000""","""7,520,000""","""7,509,000""","""7,489,000""","""7,476,000""","""7,449,000""","""7,428,000""","""7,398,000""","""7,333,000""","""7,249,000""","""7,160,000""","""7,057,000""","""6,870,000""","""6,655,000""","""6,486,000""","""6,392,000""","""6,309,000""","""6,284,000""","""6,281,000""","""6,294,000""","""6,326,000""","""6,388,000""","""6,405,000""","""6,402,000""","""6,388,000""","""6,372,000""","""6,340,000""","""6,324,000""","""6,313,000""","""6,309,000""","""6,304,000""","""6,314,494""","""6,342,463""","""6,366,974""","""6,375,892""","""6,380,191""","""6,390,073""","""6,382,633""","""6,377,015""","""6,383,289""","""6,384,812""","""6,374,333""","""6,385,386""","""6,397,859""","""6,396,669""","""6,404,122""","""6,428,528""","""6,482,455"""
58,경기,경부2권,용인시,수지구,"""4,164,000""","""4,165,000""","""4,136,000""","""4,117,000""","""4,091,000""","""4,060,000""","""4,044,000""","""3,990,000""","""3,918,000""","""3,869,000""","""3,808,000""","""3,759,000""","""3,733,000""","""3,717,000""","""3,708,000""","""3,706,000""","""3,721,000""","""3,743,000""","""3,744,000""","""3,731,000""","""3,729,000""","""3,736,000""","""3,740,000""","""3,745,000""","""3,765,000""","""3,781,000""","""3,819,000""","""3,816,000""","""3,812,000""","""3,811,000""","""3,817,000""","""3,824,000""","""3,841,000""","""3,862,000""","""3,875,000""","""3,881,000""","""3,898,000""","""3,914,000""","""3,926,000""","""3,945,000""","""3,958,000""","""3,972,000""","""4,300,000""","""4,311,000""","""4,329,000""","""4,349,000""","""4,364,000""","""4,372,000""","""4,377,000""","""4,377,000""","""4,377,000""","""4,377,000""","""4,376,000""","""4,376,000""","""4,376,000""","""4,377,000""","""4,377,000""","""4,380,000""","""4,382,000""","""4,382,000""","""4,383,000""","""4,383,000""","""4,381,000""","""4,380,000""","""4,379,000""","""4,381,000""","""4,383,000""","""4,382,000""","""4,382,000""","""4,381,000""","""4,379,000""","""4,481,000""","""4,479,000""","""4,505,000""","""4,558,000""","""4,626,000""","""4,646,000""","""4,648,000""","""4,655,000""","""4,677,000""","""4,762,000""","""4,845,000""","""4,896,000""","""4,916,000""","""5,214,000""","""5,209,000""","""5,195,000""","""5,147,000""","""5,121,000""","""5,100,000""","""5,087,000""","""5,110,000""","""5,123,000""","""5,134,000""","""5,172,000""","""5,262,000""","""5,468,000""","""5,685,000""","""5,872,000""","""5,945,000""","""5,982,000""","""6,057,000""","""6,147,000""","""6,258,000""","""6,399,000""","""6,468,000""","""6,543,000""","""6,623,000""","""6,751,000""","""6,924,000""","""7,004,000""","""7,082,000""","""7,104,000""","""7,172,000""","""9,379,000""","""9,535,000""","""9,678,000""","""9,790,000""","""9,855,000""","""9,899,000""","""9,895,000""","""9,869,000""","""9,825,000""","""9,780,000""","""9,737,000""","""9,699,000""","""9,654,000""","""9,583,000""","""9,473,000""","""9,305,000""","""9,129,000""","""8,878,000""","""8,542,000""","""8,253,000""","""8,095,000""","""8,065,000""","""8,103,000""","""8,146,000""","""8,187,000""","""8,209,000""","""8,289,000""","""8,338,000""","""8,337,000""","""8,323,000""","""8,339,000""","""8,311,000""","""8,297,000""","""8,297,000""","""8,308,000""","""8,324,000""","""8,390,531""","""8,474,488""","""8,528,460""","""8,541,055""","""8,552,197""","""8,564,347""","""8,571,231""","""8,585,291""","""8,653,413""","""8,702,464""","""8,757,689""","""8,853,760""","""8,927,533""","""8,956,747""","""8,991,955""","""9,117,111""","""9,269,233"""
59,경기,경부2권,수원시,수원시,"""3,232,000""","""3,229,000""","""3,221,000""","""3,204,000""","""3,191,000""","""3,173,000""","""3,162,000""","""3,153,000""","""3,136,000""","""3,117,000""","""3,105,000""","""3,077,000""","""3,060,000""","""3,053,000""","""3,047,000""","""3,051,000""","""3,056,000""","""3,059,000""","""3,056,000""","""3,047,000""","""3,047,000""","""3,054,000""","""3,065,000""","""3,075,000""","""3,171,000""","""3,179,000""","""3,190,000""","""3,191,000""","""3,189,000""","""3,195,000""","""3,197,000""","""3,213,000""","""3,251,000""","""3,268,000""","""3,286,000""","""3,304,000""","""3,335,000""","""3,354,000""","""3,371,000""","""3,393,000""","""3,421,000""","""3,449,000""","""3,604,000""","""3,622,000""","""3,637,000""","""3,653,000""","""3,666,000""","""3,672,000""","""3,675,000""","""3,676,000""","""3,676,000""","""3,675,000""","""3,673,000""","""3,671,000""","""3,673,000""","""3,676,000""","""3,691,000""","""3,695,000""","""3,703,000""","""3,706,000""","""3,709,000""","""3,711,000""","""3,715,000""","""3,720,000""","""3,726,000""","""3,732,000""","""3,738,000""","""3,742,000""","""3,754,000""","""3,759,000""","""3,764,000""","""4,054,000""","""4,060,000""","""4,075,000""","""4,090,000""","""4,102,000""","""4,110,000""","""4,118,000""","""4,128,000""","""4,133,000""","""4,149,000""","""4,175,000""","""4,198,000""","""4,219,000""","""4,365,000""","""4,363,000""","""4,358,000""","""4,349,000""","""4,337,000""","""4,329,000""","""4,332,000""","""4,344,000""","""4,355,000""","""4,372,000""","""4,398,000""","""4,461,000""","""4,857,000""","""5,121,000""","""5,397,000""","""5,453,000""","""5,475,000""","""5,537,000""","""5,605,000""","""5,642,000""","""5,671,000""","""5,697,000""","""5,722,000""","""5,766,000""","""5,838,000""","""5,950,000""","""6,040,000""","""6,132,000""","""6,199,000""","""6,358,000""","""7,516,000""","""7,678,000""","""7,809,000""","""7,940,000""","""8,009,000""","""8,025,000""","""8,014,000""","""8,002,000""","""7,978,000""","""7,956,000""","""7,925,000""","""7,894,000""","""7,850,000""","""7,774,000""","""7,674,000""","""7,535,000""","""7,347,000""","""7,088,000""","""6,814,000""","""6,604,000""","""6,516,000""","""6,473,000""","""6,491,000""","""6,505,000""","""6,524,000""","""6,557,000""","""6,625,000""","""6,672,000""","""6,700,000""","""6,696,000""","""6,722,000""","""6,707,000""","""6,701,000""","""6,722,000""","""6,736,000""","""6,753,000""","""6,795,483""","""6,855,308""","""6,903,215""","""6,927,176""","""6,940,933""","""6,953,425""","""6,960,762""","""6,961,300""","""6,970,646""","""7,067,403""","""7,073,903""","""7,093,466""","""7,122,221""","""7,138,303""","""7,153,729""","""7,204,293""","""7,257,212"""
60,경기,경부2권,수원시,장안구,"""3,030,000""","""3,025,000""","""3,013,000""","""3,006,000""","""3,002,000""","""2,989,000""","""2,977,000""","""2,966,000""","""2,948,000""","""2,944,000""","""2,935,000""","""2,910,000""","""2,905,000""","""2,897,000""","""2,894,000""","""2,893,000""","""2,897,000""","""2,892,000""","""2,889,000""","""2,882,000""","""2,878,000""","""2,884,000""","""2,889,000""","""2,893,000""","""2,893,000""","""2,897,000""","""2,901,000""","""2,901,000""","""2,899,000""","""2,899,000""","""2,900,000""","""2,919,000""","""2,937,000""","""2,944,000""","""2,949,000""","""2,952,000""","""2,966,000""","""2,999,000""","""3,025,000""","""3,069,000""","""3,092,000""","""3,117,000""","""3,268,000""","""3,297,000""","""3,313,000""","""3,324,000""","""3,343,000""","""3,350,000""","""3,355,000""","""3,353,000""","""3,352,000""","""3,351,000""","""3,349,000""","""3,345,000""","""3,345,000""","""3,348,000""","""3,350,000""","""3,353,000""","""3,362,000""","""3,364,000""","""3,365,000""","""3,367,000""","""3,370,000""","""3,375,000""","""3,381,000""","""3,388,000""","""3,394,000""","""3,397,000""","""3,400,000""","""3,401,000""","""3,406,000""","""3,839,000""","""3,828,000""","""3,822,000""","""3,821,000""","""3,823,000""","""3,820,000""","""3,819,000""","""3,819,000""","""3,820,000""","""3,822,000""","""3,829,000""","""3,856,000""","""3,876,000""","""3,965,000""","""3,966,000""","""3,964,000""","""3,960,000""","""3,949,000""","""3,936,000""","""3,930,000""","""3,933,000""","""3,933,000""","""3,937,000""","""3,939,000""","""3,927,000""","""4,188,000""","""4,315,000""","""4,548,000""","""4,619,000""","""4,630,000""","""4,690,000""","""4,734,000""","""4,743,000""","""4,754,000""","""4,768,000""","""4,782,000""","""4,797,000""","""4,816,000""","""4,861,000""","""4,912,000""","""4,950,000""","""4,986,000""","""5,090,000""","""6,605,000""","""6,746,000""","""6,872,000""","""6,963,000""","""7,017,000""","""7,040,000""","""7,030,000""","""7,024,000""","""7,011,000""","""6,989,000""","""6,968,000""","""6,951,000""","""6,933,000""","""6,882,000""","""6,839,000""","""6,771,000""","""6,680,000""","""6,465,000""","""6,214,000""","""6,036,000""","""5,919,000""","""5,823,000""","""5,829,000""","""5,815,000""","""5,819,000""","""5,842,000""","""5,920,000""","""5,953,000""","""5,951,000""","""5,931,000""","""5,906,000""","""5,878,000""","""5,876,000""","""5,876,000""","""5,881,000""","""5,896,000""","""5,935,954""","""5,996,447""","""6,049,718""","""6,075,318""","""6,092,498""","""6,105,819""","""6,119,129""","""6,126,192""","""6,132,187""","""6,263,377""","""6,269,300""","""6,277,505""","""6,294,842""","""6,302,743""","""6,308,797""","""6,318,098""","""6,327,386"""
61,경기,경부2권,수원시,권선구,"""2,730,000""","""2,723,000""","""2,702,000""","""2,694,000""","""2,686,000""","""2,664,000""","""2,661,000""","""2,652,000""","""2,633,000""","""2,604,000""","""2,594,000""","""2,594,000""","""2,585,000""","""2,578,000""","""2,576,000""","""2,587,000""","""2,592,000""","""2,602,000""","""2,606,000""","""2,598,000""","""2,602,000""","""2,608,000""","""2,620,000""","""2,630,000""","""2,755,000""","""2,760,000""","""2,771,000""","""2,769,000""","""2,769,000""","""2,778,000""","""2,782,000""","""2,790,000""","""2,806,000""","""2,816,000""","""2,829,000""","""2,851,000""","""2,867,000""","""2,881,000""","""2,897,000""","""2,913,000""","""2,922,000""","""2,948,000""","""3,026,000""","""3,050,000""","""3,068,000""","""3,086,000""","""3,101,000""","""3,106,000""","""3,107,000""","""3,108,000""","""3,107,000""","""3,106,000""","""3,104,000""","""3,101,000""","""3,101,000""","""3,103,000""","""3,173,000""","""3,176,000""","""3,185,000""","""3,187,000""","""3,188,000""","""3,190,000""","""3,198,000""","""3,205,000""","""3,213,000""","""3,220,000""","""3,229,000""","""3,231,000""","""3,236,000""","""3,239,000""","""3,245,000""","""3,467,000""","""3,466,000""","""3,465,000""","""3,459,000""","""3,458,000""","""3,455,000""","""3,447,000""","""3,454,000""","""3,458,000""","""3,470,000""","""3,490,000""","""3,500,000""","""3,511,000""","""3,630,000""","""3,632,000""","""3,627,000""","""3,617,000""","""3,610,000""","""3,605,000""","""3,601,000""","""3,602,000""","""3,605,000""","""3,606,000""","""3,611,000""","""3,632,000""","""4,046,000""","""4,305,000""","""4,594,000""","""4,646,000""","""4,654,000""","""4,692,000""","""4,733,000""","""4,764,000""","""4,785,000""","""4,797,000""","""4,808,000""","""4,843,000""","""4,901,000""","""4,975,000""","""5,051,000""","""5,159,000""","""5,218,000""","""5,397,000""","""6,144,000""","""6,279,000""","""6,390,000""","""6,497,000""","""6,556,000""","""6,579,000""","""6,572,000""","""6,554,000""","""6,539,000""","""6,531,000""","""6,504,000""","""6,472,000""","""6,438,000""","""6,385,000""","""6,340,000""","""6,286,000""","""6,110,000""","""5,909,000""","""5,726,000""","""5,582,000""","""5,483,000""","""5,431,000""","""5,419,000""","""5,411,000""","""5,402,000""","""5,417,000""","""5,466,000""","""5,483,000""","""5,490,000""","""5,485,000""","""5,608,000""","""5,597,000""","""5,589,000""","""5,586,000""","""5,588,000""","""5,593,000""","""5,613,960""","""5,651,194""","""5,666,964""","""5,679,602""","""5,685,384""","""5,688,511""","""5,691,259""","""5,695,458""","""5,694,675""","""5,712,960""","""5,709,212""","""5,714,926""","""5,721,987""","""5,726,955""","""5,722,749""","""5,736,666""","""5,791,102"""
